PDF_original,Estado,Ruta_destino,Notas
C:/Scripts/python/tools/PDF_OCR_to_a_folder/Prueba\CFE G0000-31 SCADA Centrales Termoeléctricas.pdf,OCR_HECHO,C:/Scripts/python/tools/PDF_OCR_to_a_folder/Prueba\CFE G0000-31 SCADA Centrales Termoeléctricas_OCR.pdf,OCR OK: 0/103 páginas con texto (0.00%)
